V1,V2,n
macroalbuminuria,age,1
macroalbuminuria,cholesterol,2
macroalbuminuria,fibrinogen,1
macroalbuminuria,hba1c,1
macroalbuminuria,insulin treatment,1
macroalbuminuria,left ventricular ejection fraction,1
macroalbuminuria,microalbuminuria,1
macroalbuminuria,peripheral artery disease,1
macroalbuminuria,renal insufficiency,1
macroalbuminuria,sociodemographics,2
macroangiopathy,ARBs,1
macroangiopathy,age,1
macroangiopathy,antiplatelet therapy,1
macroangiopathy,beta-blocker,2
macroangiopathy,calcium channel blockers,2
macroangiopathy,hyperlipidemia,1
macroangiopathy,incretins,1
macroangiopathy,insulin treatment,1
macroangiopathy,metformin,1
macroangiopathy,neuropathy,1
macroangiopathy,peripheral artery disease,1
macroangiopathy,secretagogues,1
macrovascular complications,albumin,1
macrovascular complications,alcohol use,1
macrovascular complications,antihypertensive use,1
macrovascular complications,antiplatelet therapy,1
macrovascular complications,aspirin therapy,6
macrovascular complications,blood glucose,1
macrovascular complications,bmi,1
macrovascular complications,c-reactive protein,1
macrovascular complications,cholesterol,16
macrovascular complications,coronary artery calcium score,1
macrovascular complications,creatinine,1
macrovascular complications,diabetes duration,1
macrovascular complications,diastolic blood pressure,1
macrovascular complications,ecg abnormalities,1
macrovascular complications,fasting plasma glucose,1
macrovascular complications,glycemic control,1
macrovascular complications,hba1c,7
macrovascular complications,highdensity lipoprotein,1
macrovascular complications,hypertension,1
macrovascular complications,insulin treatment,3
macrovascular complications,left ventricular hypertrophy,1
macrovascular complications,microvascular disease,3
macrovascular complications,nterminal probrain natriuretic peptide,1
macrovascular complications,psychiatric medications,1
macrovascular complications,smoking,1
macrovascular complications,statins,8
macrovascular complications,systolic blood pressure,4
macrovascular complications,troponin,1
marital status,albumin,1
marital status,albumin to creatinine ratio,1
marital status,bmi,1
marital status,chronic kidney disease,1
marital status,diabetes treatment,1
marital status,egfr,1
marital status,hba1c,1
marital status,heart failure,1
marital status,myocardial infarction,1
marital status,smoking,1
marital status,sociodemographics,1
marital status,socioeconomic variables,1
mca stenosis,albumin,1
mca stenosis,cholesterol,3
mca stenosis,hba1c,1
mean blood pressure,bmi,1
mean blood pressure,cholesterol,1
mean blood pressure,gender,1
mean blood pressure,triglycerides,1
medical diabetic treatment,coronary artery disease,1
medical diabetic treatment,diabetes duration,1
medical diabetic treatment,hba1c,1
medical diabetic treatment,hemodynamic measures,1
medical diabetic treatment,minimum lumen diameter,1
medical diabetic treatment,stent,1
medical diabetic treatment,vessel size,1
medication use,hba1c,1
medications,albumin,1
menopausal status pre post uncertain missing,alcohol use,1
menopausal status pre post uncertain missing,alternative healthy eating index ahei diet quality score quintiles,1
menopausal status pre post uncertain missing,bmi,1
menopausal status pre post uncertain missing,cholesterol,1
menopausal status pre post uncertain missing,hormone therapy,1
menopausal status pre post uncertain missing,hypertension,1
menopausal status pre post uncertain missing,myocardial infarction,1
menopausal status pre post uncertain missing,physical activity,1
menopausal status pre post uncertain missing,smoking,1
menopausal status pre post uncertain missing,white blood cell count,1
metabolic syndrome markers,age,1
metabolic syndrome markers,bmi,1
metabolic syndrome markers,hba1c,1
metabolic syndrome markers,hyperlipidemia,1
metabolic syndrome markers,hypertension,1
metformin,ACE inhibitors,1
metformin,ARBs,2
metformin,age,2
metformin,alcohol use,1
metformin,antidepressants,1
metformin,antihypertensive use,2
metformin,antiplatelet therapy,2
metformin,aspirin therapy,1
metformin,beta-blocker,3
metformin,blockers,1
metformin,blood glucose,1
metformin,bmi,1
metformin,calcium channel blockers,2
metformin,cholesterol,3
metformin,diabetes duration,1
metformin,diuretic therapy,1
metformin,fibrates,1
metformin,gender,1
metformin,hyperlipidemia,1
metformin,hypertension,1
metformin,incretins,1
metformin,insulin treatment,2
metformin,macrovascular complications,1
metformin,microvascular disease,2
metformin,neuropathy,1
metformin,peripheral artery disease,1
metformin,pioglitazone treatment,1
metformin,psychiatric medications,1
metformin,secretagogues,1
metformin,smoking,1
metformin,statins,4
metformin,sulfonylurea,2
metformin,systolic blood pressure,1
metformin,thiazolidinediones,1
metformin,year of followup start,1
microalbuminuria,ACE inhibitors,1
microalbuminuria,RCT,1
microalbuminuria,acute coronary syndrome,1
microalbuminuria,ankle-brachial index (ABI),2
microalbuminuria,antihypertensive use,2
microalbuminuria,antiplatelet therapy,1
microalbuminuria,autonomic dysfunction,1
microalbuminuria,autonomic nervous function,1
microalbuminuria,beta-blocker,1
microalbuminuria,blood glucose,1
microalbuminuria,blood pressure,1
microalbuminuria,bmi,3
microalbuminuria,cardiovascular disease,1
microalbuminuria,cholesterol,11
microalbuminuria,coronary artery disease,1
microalbuminuria,creatinine,1
microalbuminuria,diabetes duration,2
microalbuminuria,dialysis,1
microalbuminuria,distal polyneuropathy,1
microalbuminuria,diuretic therapy,1
microalbuminuria,dyslipidaemia,1
microalbuminuria,ecg abnormalities,1
microalbuminuria,hba1c,1
microalbuminuria,heart rate,1
microalbuminuria,hypertension,1
microalbuminuria,insulin (measurment),1
microalbuminuria,insulin treatment,2
microalbuminuria,kidney function,1
microalbuminuria,lipidlowering therapy,2
microalbuminuria,lowdensity lipoprotein,1
microalbuminuria,macroalbuminuria,1
microalbuminuria,metformin,1
microalbuminuria,myocardial infarction,1
microalbuminuria,myocardial spect,1
microalbuminuria,peripheral arterial occlusive disease,1
microalbuminuria,physical activity,1
microalbuminuria,pioglitazone treatment,1
microalbuminuria,prior coronary artery bypass,1
microalbuminuria,provider quality controls,1
microalbuminuria,pulse pressure,1
microalbuminuria,retinopathy,1
microalbuminuria,smoking,5
microalbuminuria,sociodemographics,1
microalbuminuria,statins,2
microalbuminuria,stroke,1
microalbuminuria,sulfonylurea,2
microalbuminuria,systolic blood pressure,1
microalbuminuria,triglycerides,2
microalbuminuria,year fixed effects,1
microvascular disease,ACEI/ARB,1
microvascular disease,alcohol use,2
microvascular disease,antihypertensive use,2
microvascular disease,antiplatelet therapy,1
microvascular disease,aspirin therapy,6
microvascular disease,blood glucose,1
microvascular disease,bmi,2
microvascular disease,cholesterol,15
microvascular disease,diabetes treatment,2
microvascular disease,diastolic blood pressure,1
microvascular disease,fasting plasma glucose,1
microvascular disease,glycemic control,1
microvascular disease,hba1c,6
microvascular disease,highdensity lipoprotein,1
microvascular disease,hyperlipidemia,1
microvascular disease,hypertension,3
microvascular disease,insulin treatment,3
microvascular disease,lipidlowering therapy,1
microvascular disease,macrovascular complications,4
microvascular disease,psychiatric medications,1
microvascular disease,smoking,1
microvascular disease,sociodemographics,1
microvascular disease,statins,7
microvascular disease,systolic blood pressure,4
microvascular disease,therapy for hypercoagulation,1
microvascular disease,triglycerides,1
minimum lumen diameter,diabetes duration,1
minimum lumen diameter,hba1c,1
minimum lumen diameter,hemodynamic measures,1
mpv mean platelet volume,syntax score,1
multivessel coronary disease,apo(a) phenotypes,1
multivessel coronary disease,complex lesions,1
multivessel coronary disease,diuretic therapy,1
multivessel coronary disease,final timi flow,1
multivessel coronary disease,insulin treatment,1
multivessel coronary disease,left ventricular ejection fraction,2
multivessel coronary disease,stent,1
myocardial infarction,ACE inhibitors,1
myocardial infarction,ACEI/ARB,1
myocardial infarction,RCT,2
myocardial infarction,acute coronary syndrome,1
myocardial infarction,age,1
myocardial infarction,alcohol use,2
myocardial infarction,alphaglucosidase inhibitor,1
myocardial infarction,alternative healthy eating index ahei diet quality score quintiles,1
myocardial infarction,angina,1
myocardial infarction,antidiabetic medication,1
myocardial infarction,antiplatelet therapy,2
myocardial infarction,aspirin therapy,1
myocardial infarction,atrial fibrillation,2
myocardial infarction,beta-blocker,2
myocardial infarction,biomarkers (general),1
myocardial infarction,blood glucose,5
myocardial infarction,bmi,8
myocardial infarction,c-reactive protein,3
myocardial infarction,cerebrovascular disease,2
myocardial infarction,cholesterol,10
myocardial infarction,chronic kidney disease,1
myocardial infarction,clopidigrel,1
myocardial infarction,complete revascularization,1
myocardial infarction,complex lesions,1
myocardial infarction,coronary artery calcium score,1
myocardial infarction,coronary artery disease,1
myocardial infarction,creatinine,5
myocardial infarction,dcb use,1
myocardial infarction,diabetes,1
myocardial infarction,diabetes duration,2
myocardial infarction,diabetes treatment,1
myocardial infarction,dipeptidyl peptidase 4 inhibitor at discharge,1
myocardial infarction,dipyridamole stress test,1
myocardial infarction,diuretic therapy,2
myocardial infarction,ecg abnormalities,5
myocardial infarction,egfr,7
myocardial infarction,ejection fraction,1
myocardial infarction,fasting status yes or no,1
myocardial infarction,final timi flow,2
myocardial infarction,gender,4
myocardial infarction,glycemic control,1
myocardial infarction,hba1c,7
myocardial infarction,heart failure,3
myocardial infarction,heart rate,1
myocardial infarction,hyperlipidemia,4
myocardial infarction,hypertension,7
myocardial infarction,insulin (measurment),2
myocardial infarction,insulin treatment,3
myocardial infarction,ischemia,1
myocardial infarction,ischemic heart disease,1
myocardial infarction,left ventricular ejection fraction,6
myocardial infarction,lm treatment,1
myocardial infarction,macroalbuminuria,1
myocardial infarction,metformin,1
myocardial infarction,multivessel coronary disease,3
myocardial infarction,percutaneous coronary intervention,6
myocardial infarction,peripheral arterial occlusive disease,1
myocardial infarction,peripheral artery disease,1
myocardial infarction,peripheral vascular disease,1
myocardial infarction,physical activity,2
myocardial infarction,pioglitazone treatment,1
myocardial infarction,prior coronary artery bypass,2
myocardial infarction,pro btype natriuretic peptide quartiles,1
myocardial infarction,progressive arterial stiffness defined as a bapwv of 1730 or greater,1
myocardial infarction,smoking,9
myocardial infarction,sociodemographics,1
myocardial infarction,sodium concentration,1
myocardial infarction,statins,5
myocardial infarction,stent,3
myocardial infarction,stroke,2
myocardial infarction,sulfonylurea,2
myocardial infarction,syntax score,1
myocardial infarction,systolic blood pressure,1
myocardial infarction,tot chol,1
myocardial infarction,triglycerides,1
myocardial infarction,troponin,1
myocardial infarction,urinary,1
myocardial infarction,urinary albumin excretion rate,1
myocardial infarction,white blood cell count,1
myocardial spect,cholesterol,2
nephropathy,aspirin therapy,1
nephropathy,bmi,1
nephropathy,cholesterol,3
nephropathy,diabetes duration,1
nephropathy,diastolic blood pressure,1
nephropathy,egfr,2
nephropathy,lipidlowering therapy,1
nephropathy,systolic blood pressure,1
nephropathy,triglycerides,1
neuropathy,ARBs,1
neuropathy,antidepressants,1
neuropathy,antihypertensive use,1
neuropathy,beta-blocker,1
neuropathy,blockers,1
neuropathy,calcium channel blockers,1
neuropathy,chronic kidney disease,1
neuropathy,depression,1
neuropathy,fibrates,1
neuropathy,insulin treatment,1
neuropathy,metformin,1
neuropathy,peripheral artery disease,1
neuropathy,secretagogues,1
neuropathy,statins,1
neuropathy,sulfonylurea,1
neuropathy,thiazolidinediones,1
nitrates,acute coronary syndrome,1
nitrates,andor nitroglycerin,1
nitrates,bnp,1
nitrates,diuretic therapy,1
nitrates,insulin treatment,2
nitrates,monocyte chemoattractant protin1 m,1
nitrates,sds summed difference score,1
nitrates,summed stress score sss,1
not specified,age,1
not specified,albumin to creatinine ratio,1
not specified,gender,1
not specified,marital status,1
not specified,race/ethnicity,1
not specified,socioeconomic variables,1
nzdep quintile,antiplatelet therapy,1
nzdep quintile,blood pressure,1
nzdep quintile,bmi,1
nzdep quintile,cardiovascular disease,1
nzdep quintile,cholesterol,1
nzdep quintile,diabetes,1
nzdep quintile,diastolic blood pressure,1
nzdep quintile,heart failure,1
nzdep quintile,lipidlowering therapy,1
nzdep quintile,systolic blood pressure,1
other complications,cardiovascular risk factors,2
other complications,metformin,1
other complications,serum magnesium,1
pIMT,egfr,1
pIMT,hypertension,1
pIMT,smoking,1
parathyroid harmone (PTH),c-reactive protein,1
parathyroid harmone (PTH),cholesterol,1
parathyroid harmone (PTH),creatinine,1
parathyroid harmone (PTH),ecg abnormalities,1
parathyroid harmone (PTH),egfr,1
parathyroid harmone (PTH),hemoglobin,1
parathyroid harmone (PTH),insulin (measurment),1
parathyroid harmone (PTH),systolic blood pressure,1
pc screen time,alcohol use,1
pc screen time,sleep duration,1
percent low density plaque,mild plaque calcifi cation,1
percutaneous coronary intervention,ACEI/ARB,1
percutaneous coronary intervention,age,1
percutaneous coronary intervention,alphaglucosidase inhibitor,1
percutaneous coronary intervention,angina,1
percutaneous coronary intervention,antidiabetic medication,1
percutaneous coronary intervention,antiplatelet therapy,2
percutaneous coronary intervention,atrial fibrillation,1
percutaneous coronary intervention,beta-blocker,1
percutaneous coronary intervention,bmi,1
percutaneous coronary intervention,cerebrovascular disease,2
percutaneous coronary intervention,cholesterol,5
percutaneous coronary intervention,clopidigrel,1
percutaneous coronary intervention,complete revascularization,1
percutaneous coronary intervention,creatinine,1
percutaneous coronary intervention,dcb use,1
percutaneous coronary intervention,dipeptidyl peptidase 4 inhibitor at discharge,1
percutaneous coronary intervention,ecg abnormalities,3
percutaneous coronary intervention,egfr,2
percutaneous coronary intervention,final timi flow,1
percutaneous coronary intervention,gender,1
percutaneous coronary intervention,glycemic control,1
percutaneous coronary intervention,hba1c,2
percutaneous coronary intervention,heart failure,1
percutaneous coronary intervention,insulin (measurment),1
percutaneous coronary intervention,insulin treatment,1
percutaneous coronary intervention,left ventricular ejection fraction,3
percutaneous coronary intervention,lm treatment,1
percutaneous coronary intervention,macroalbuminuria,1
percutaneous coronary intervention,multivessel coronary disease,1
percutaneous coronary intervention,peripheral artery disease,1
percutaneous coronary intervention,peripheral vascular disease,1
percutaneous coronary intervention,sociodemographics,1
percutaneous coronary intervention,sodium concentration,1
percutaneous coronary intervention,statins,3
percutaneous coronary intervention,stent,1
percutaneous coronary intervention,stroke,1
